//MapId	Id	ItemId	X	Y	Delay
32541	1	34042	261	2101	3
32542	1	36035	571	162	3
32556	1	36035	1361	2096	3
32836	1	34042	1806	91	3
32837	1	36035	1160	131	3
32838	1	34042	1318	220	3
32840	1	36035	151	107	3
32842	1	34042	2323	528	3
49001	1	31121	343	1095	5
49001	2	31122	1478	580	1
49011	1	31125	1431	553	1
49011	2	31124	606	221	5
49502	1	31123	601	166	3
49512	1	31126	530	148	3
49521	1	31141	3951	1469	1
49522	1	31143	194	150	5
49523	1	31142	559	812	3
49523	2	31142	3069	410	3
49524	1	31143	1903	1446	5
49524	2	31141	194	2755	1
49531	1	31144	314	899	1
49531	2	31144	2762	1086	1
49533	1	31145	361	1540	3
49533	2	31145	1125	1936	3
49534	1	31146	2139	277	5
49534	2	31146	1423	1688	5
49543	1	31149	548	1177	3
49544	1	31148	1007	3067	2
49551	1	31153	1535	3094	5
49552	1	31152	594	178	3
49552	2	31152	133	481	3
49553	1	31151	250	183	1
49553	2	31151	575	547	1
49553	3	31151	1083	270	1
54561	1	36019	178	372	1
54561	2	33028	531	628	1
54561	3	40031	447	207	1
54561	4	37918	1284	264	1
54562	1	40031	1290	396	1
54562	2	34024	722	400	1
54562	3	36019	161	205	1
54562	4	33028	263	557	1
54562	5	37918	255	947	1
54563	1	33028	1182	396	1
54563	2	36019	261	894	1
54563	3	34024	324	212	1
54563	4	40031	160	394	1
54563	5	37918	714	392	1
54564	1	33028	253	450	1
54564	2	36019	534	954	1
54564	3	34024	1371	395	1
54564	4	40031	778	396	1
54564	5	37918	213	199	1
54565	1	33028	1276	398	1
54565	2	36019	720	255	1
54565	3	34024	180	393	1
54565	4	40031	266	975	1
54565	5	37918	534	523	1
54566	1	34025	1370	583	1
54566	2	36020	1087	1093	1
54566	3	33029	1372	1549	1
54566	4	40031	619	851	1
54566	5	37919	267	1179	1
54567	1	34025	303	858	1
54567	2	36019	267	1289	1
54567	3	40032	832	892	1
54567	4	37918	1090	1222	1
54567	5	33028	1372	612	1
54568	1	33028	1113	412	1
54568	2	36020	1372	905	1
54568	3	34024	1375	1606	1
54568	4	40032	490	850	1
54568	5	37918	260	1525	1
54569	1	36020	1347	370	1
54569	2	34025	1033	897	1
54569	3	40031	1089	1544	1
54569	4	34024	539	836	1
54569	5	33029	535	1294	1
54570	1	36020	258	572	1
54570	2	34025	600	892	1
54570	3	40031	282	1312	1
54570	4	33028	1020	1031	1
54570	5	37918	1463	861	1
54571	1	36019	271	671	1
54571	2	34025	267	1213	1
54571	3	40032	801	1044	1
54571	4	37919	1418	839	1
54571	5	36020	1374	1580	1
54572	1	34025	267	345	1
54572	2	40032	749	895	1
54572	3	37918	536	1292	1
54572	4	33029	1451	1036	1
54572	5	40031	1101	1522	1
54573	1	34025	283	437	1
54573	2	40031	262	1210	1
54573	3	34025	759	1045	1
54573	4	36020	1170	842	1
54573	5	33028	1364	1298	1
54574	1	36019	538	322	1
54574	2	34024	260	933	1
54574	3	33029	450	1676	1
54574	4	34025	1281	1826	1
54574	5	34024	1936	1467	1
54574	6	40032	2200	657	1
54575	1	34024	257	625	1
54575	2	40031	274	1197	1
54575	3	37918	1308	1530	1
54575	4	36019	2006	1679	1
54575	5	37919	2199	1256	1
54575	6	33029	1929	576	1
54576	1	37919	529	577	1
54576	2	34025	253	1676	1
54576	3	40031	997	1834	1
54576	4	37918	1464	1531	1
54576	5	36019	2192	1313	1
54576	6	33028	2202	650	1
54577	1	40032	255	600	1
54577	2	36019	552	1221	1
54577	3	34025	867	1679	1
54577	4	37918	1473	1828	1
54577	5	37919	1928	1472	1
54577	6	36020	2198	967	1
54578	1	36020	264	911	1
54578	2	33029	275	576	1
54578	3	34024	535	306	1
54579	1	33029	535	894	1
54579	2	37918	282	443	1
54579	3	34025	544	310	1
54580	1	33029	305	405	1
54580	2	36020	168	983	1
54580	3	34025	1010	1038	1
54580	4	37918	1287	903	1
54580	5	40031	1706	894	1
55002	1	27024	313	232	3
55003	1	41015	235	252	5
56101	1	32015	236	367	4
56103	1	32013	344	367	3
56506	1	43008	631	184	3
56516	1	43037	625	233	3
56521	1	43005	1380	891	4
56524	1	43021	2326	925	5
56525	1	43037	228	128	6
56528	1	43040	1465	1387	3
56530	1	33003	3098	1576	5
56532	1	43056	1509	433	4
56821	1	43021	372	375	3
57101	1	26037	158	402	5
57102	1	40021	264	342	5
57104	1	38001	641	412	4
57105	1	26170	162	411	6
57501	1	44011	3467	908	4
57504	1	43031	961	1563	4
57510	1	43004	1967	252	3
57514	1	43041	3468	260	4
57514	2	44041	2340	2193	4
57518	1	44062	100	296	5
57534	1	10001	338	1691	6
57534	2	10001	2316	1462	6
59001	1	43076	649	269	2
59001	2	37909	699	424	2
59001	3	34003	184	750	2
59001	4	26102	449	516	2
59101	1	33026	284	298	3
59131	1	34002	231	336	5
59422	1	43074	1296	733	60
59422	2	29186	414	693	3
59432	1	41015	574	357	3
59432	2	26077	808	103	2
59434	1	34022	620	538	5
59434	2	26165	741	212	2
59434	3	32018	258	363	2
59451	1	29187	1006	414	2
59461	1	29222	437	509	2
59802	1	27036	532	849	5
59812	1	37559	360	230	5
59822	1	38014	1413	1699	60
60041	1	29224	116	412	2
60041	2	29223	1175	234	2
60041	3	29223	820	93	4
60041	4	29223	515	385	4
60041	5	29223	831	625	4
60806	1	43058	1481	769	3
60806	2	43058	612	134	5
61171	1	26073	237	268	2
61537	1	29209	1953	453	5
61537	2	29209	1978	476	5
61537	3	29209	1994	468	5
61537	4	29209	2373	312	5
61537	5	29209	2351	286	5
61537	6	29209	2386	299	5
