//Id	Name	Sp	Point	ThuocTinh	IdDK1	IdDK2	IdDK3	IdDK4	IdDK5	IdDK6	LvMax	Type	DoManh	SLDanh	Reborn	Combo	Delay	TroiBuff
20011	Cung Xa	0	0	0	0	0	0	0	0	0	10	1	2	3	0	86	1000	0
20012	Đầu Thạch Xa	0	0	0	0	0	0	0	0	0	10	1	2	3	0	86	1000	0
20013	Công Tháp Cung	0	0	0	0	0	0	0	0	0	10	1	3	1	0	86	800	0
20014	Tứ Nhân Hỗn Loạn	50	0	0	0	0	0	0	0	0	10	15	8	5	0	85	2000	223
20015	Giải Trừ Trạng Thái 4 Người	60	0	0	0	0	0	0	0	0	10	18	8	5	0	85	2000	0
20016	Long Đầu	60	0	0	0	0	0	0	0	0	10	1	8	3	0	84	1800	223
20017	Long Hữu Trảo	60	0	0	0	0	0	0	0	0	10	1	8	6	0	84	2400	0
20018	Long Tả Trảo	60	0	0	0	0	0	0	0	0	10	2	8	6	0	85	2200	0
20019	Giải Trừ Trạng Thái 6 Người	60	0	0	0	0	0	0	0	0	10	18	8	6	0	85	2000	0
20020	Tam Quy Sát	60	0	0	0	0	0	0	0	0	10	1	16	3	0	84	1800	222
20021	Quy Chưởng	60	0	0	0	0	0	0	0	0	10	2	20	8	0	87	2700	0
20022	Quy Tốc Lực	60	0	0	0	0	0	0	0	0	10	15	8	8	0	85	5200	0
20023	Phóng Độc 4 Người	60	0	0	0	0	0	0	0	0	10	15	8	5	0	85	2000	224
20024	Nguyên Khí 10 Người	60	0	0	0	0	0	0	0	0	10	4	8	8	0	85	1700	223
20025	Mộc Quỷ 3 Người	36	0	1	0	0	0	0	0	0	10	3	8	3	0	85	2600	223
20026	Băng Phong 3 Người	80	0	2	0	0	0	0	0	0	10	3	8	3	0	85	2700	223
20027	Tật Phong 3 Người	30	0	4	0	0	0	0	0	0	10	3	8	3	0	85	1700	224
20028	Mãnh Phong 3 Người	60	0	4	0	0	0	0	0	0	10	2	10	3	0	85	2200	0
20029	Bạch Hổ Hào Quang	80	0	2	0	0	0	0	0	0	10	2	30	8	0	85	5500	0
20030	Bạch Hổ Đầu	60	0	0	0	0	0	0	0	0	10	1	16	3	0	84	1800	0
20031	Bạch Hổ Tả Trảo	60	0	0	0	0	0	0	0	0	10	1	14	6	0	84	2400	0
20032	Bạch Hổ Hữu Trảo	60	0	0	0	0	0	0	0	0	10	2	14	6	0	85	2200	0
20033	Vô Tình Kiếm	80	0	0	0	0	0	0	0	0	10	1	120	2	0	86	1300	225
20034	Mộc Chiến Xa	0	0	0	0	0	0	0	0	0	10	1	10	1	0	84	1800	0
20035	Thiết Kiếm Xa	0	0	0	0	0	0	0	0	0	10	1	10	1	0	84	900	0
20036	Cung Cơ Xa	0	0	0	0	0	0	0	0	0	10	1	12	6	0	86	2400	0
20037	Cự Thạch Xa	0	0	0	0	0	0	0	0	0	10	1	12	5	0	86	2400	0
20038	Công Tháp Cung	0	0	0	0	0	0	0	0	0	10	1	13	7	0	86	2100	0
20039	Thần Cung Tháp	0	0	0	0	0	0	0	0	0	10	1	13	8	0	86	2300	0
20040	Đinh Tường	0	0	0	0	0	0	0	0	0	10	1	30	8	0	84	5400	0
20041	Trúc Cung	0	0	0	0	0	0	0	0	0	10	1	30	8	0	84	2200	0
20042	Hỏa Dược	0	0	0	0	0	0	0	0	0	10	1	30	8	0	84	5300	0
20043	Cự Thạch	0	0	0	0	0	0	0	0	0	10	1	30	8	0	84	1700	0
20044	Thuốc Nổ	0	0	0	0	0	0	0	0	0	10	1	10	1	0	84	2300	0
20045	Thiên Thần Sát	0	0	0	0	0	0	0	0	0	10	1	10	8	0	85	4400	0
20046	Trục Địch	0	0	0	0	0	0	0	0	0	10	12	10	1	0	85	0	0
20047	Cường Hiệu Thi Độc	60	0	0	0	0	0	0	0	0	10	15	8	5	0	85	2000	224
20048	Siêu Cấp Tuyền Phong	30	0	4	0	0	0	0	0	0	10	3	8	3	0	85	1700	224
20049	Cây Tinh Siêu Cấp	36	0	1	0	0	0	0	0	0	10	3	8	3	0	85	2600	223
20050	Cường Hiệu Giải Trừ	60	0	0	0	0	0	0	0	0	10	18	8	6	0	85	2000	0
21001	Chấn Địa Bổng	54	0	1	0	0	0	0	0	0	1	1	7	1	0	87	2900	221
21002	Băng Hàn Thiên Địa	44	0	2	0	0	0	0	0	0	1	2	10	5	0	87	3700	0
21003	Nghiệp Hỏa	54	0	3	0	0	0	0	0	0	1	2	12	1	0	87	3400	0
21004	Lôi Xuyên Thiên	48	0	4	0	0	0	0	0	0	1	1	13	1	0	84	2100	0
21005	Ngưu Xung	48	0	1	0	0	0	0	0	0	1	1	12	1	0	84	2200	0
21006	Băng Nha	36	0	2	0	0	0	0	0	0	1	1	5	3	0	87	2500	0
21007	Hỏa Quang	48	0	3	0	0	0	0	0	0	1	1	12	1	0	84	4600	0
21008	Độc Phong Quỷ	30	0	4	0	0	0	0	0	0	1	15	10	1	0	87	2000	223
21009	Thiên Thạch	48	0	1	0	0	0	0	0	0	1	1	11	5	0	87	3000	0
21010	Bá Vương Quyền	48	0	2	0	0	0	0	0	0	1	1	14	1	0	84	2500	0
21011	Hỏa Phượng Thiên	72	0	3	0	0	0	0	0	0	1	2	120	8	0	85	3000	0
21012	Lưu Tinh Thương	52	0	4	0	0	0	0	0	0	1	1	14	1	0	84	2500	0
21013	Sư Phệ	64	0	1	0	0	0	0	0	0	1	1	14	1	0	84	3500	0
21014	Liềm Trảm	72	0	3	0	0	0	0	0	0	1	1	12	1	0	84	3500	222
21015	Nhị Đoạn Thức	56	0	2	0	0	0	0	0	0	1	1	16	1	0	84	3000	0
21016	Động Ngân	72	0	4	0	0	0	0	0	0	1	2	16	7	0	87	3000	0
21017	Thâm Uyên	65	0	1	0	0	0	0	0	0	1	1	40	1	0	84	2500	0
21018	Nhẫn Träm	75	0	3	0	0	0	0	0	0	1	1	16	1	0	84	4500	0
21019	Thần Cung Tụ Binh	72	0	4	0	0	0	0	0	0	1	2	16	2	0	86	3000	0
21020	Thiên Sát Linh Phù	80	0	1	0	0	0	0	0	0	1	2	120	3	0	87	4500	0
21021	Thiên Trận Phá Lãng	80	0	2	0	0	0	0	0	0	1	2	120	6	0	87	4500	0
21022	Nhân vong tống táng	80	0	3	0	0	0	0	0	0	1	2	120	2	0	87	4500	0
21023	Hoàng Y Thời Đại	80	0	0	0	0	0	0	0	0	1	1	30	8	0	87	8300	0
21024	Câu Nguyệt Kiếm	77	0	4	0	0	0	0	0	0	1	1	17	1	0	84	4500	0
21025	Độc Xà Kiếm	77	0	3	0	0	0	0	0	0	1	1	17	2	0	84	4500	0
21026	Võ Đạo Vô Bại	77	0	1	0	0	0	0	0	0	1	19	17	3	0	85	4500	223
21027	Đào Viên Kết Nghĩa	77	0	0	0	0	0	0	0	0	1	1	300	8	0	86	12000	0
21028	Võ Đạo Vô Bại	77	0	1	0	0	0	0	0	0	1	15	17	3	0	85	4500	223
21029	Lạc Thủy Băng Phong	82	0	2	0	0	0	0	0	0	1	2	18	6	0	87	3400	0
21030	Nham diệp phiêu kiếm	82	0	1	0	0	0	0	0	0	1	2	18	6	0	87	3400	0
22001	Quang mâu thuật	15	0	7	0	0	0	0	0	0	10	2	22	3	0	87	1500	0
22002	Phật quang chưởng	52	0	7	0	0	0	0	0	0	5	1	12	1	2	84	3300	222
22003	Huyễn Quang	72	0	7	0	0	0	0	0	0	10	1	13	4	0	84	4500	0
22004	Liệt diệm chi quang	30	0	7	0	0	0	0	0	0	5	1	11	6	0	85	3400	222
22005	Quang du thuật	15	0	7	0	0	0	0	0	0	1	5	6	3	1	85	3000	0
22006	Quang chi kính	46	0	7	0	0	0	0	0	0	5	4	11	8	0	85	1500	221
22007	Quang tuyền quán chú	72	0	7	0	0	0	0	0	0	10	14	15	1	2	85	1800	0
22008	Hồi quang phản chiếu	40	0	7	0	0	0	0	0	0	10	14	15	1	2	85	1800	0
22009	Quang tốc đầu trịch	104	0	7	0	0	0	0	0	0	10	2	10	5	0	85	2400	0
22010	Kim tệ công kích	24	0	7	0	0	0	0	0	0	10	2	12	1	1	87	2500	0
22011	Bạch Hổ	120	0	7	0	0	0	0	0	0	10	2	60	3	0	85	5200	0
22012	Gọi tiểu Bạch Hổ	120	0	7	0	0	0	0	0	0	1	2	20	6	0	85	5200	0
22013	Gọi trung Bạch Hổ	120	0	7	0	0	0	0	0	0	1	2	40	7	0	85	5200	0
22014	Gọi đại Bạch Hổ	120	0	7	0	0	0	0	0	0	1	2	23	8	2	85	5300	0
22015	Tập thức quang đạn	84	0	7	0	0	0	0	0	0	10	2	27	8	2	85	2700	0
22016	Đồng quang chi oản	52	0	7	0	0	0	0	0	0	5	1	12	1	2	84	3300	222
22017	C.Đ quang chi oản	52	0	7	0	0	0	0	0	0	5	1	15	1	2	84	3300	222
22018	C.L diệm chi quang	30	0	7	0	0	0	0	0	0	5	1	14	6	0	85	3400	222
22019	Chân huyễn quang	72	0	7	0	0	0	0	0	0	10	1	18	4	0	84	4500	0
22020	C.Phật quang chưởng	52	0	7	0	0	0	0	0	0	5	1	15	1	2	84	3300	222
22021	Siêu quang bá	52	0	7	0	0	0	0	0	0	10	14	15	1	2	85	1800	0
22022	Quyền khuynh vạn lý	30	0	7	0	0	0	0	0	0	10	2	15	1	2	85	1800	0
23001	Ám độc tiễn	15	0	7	0	0	0	0	0	0	10	2	22	3	0	87	1500	0
23002	Ám đao trảm	66	0	8	0	0	0	0	0	0	10	1	17	1	1	84	2000	0
23003	Hắc toàn trảm	72	0	8	0	0	0	0	0	0	10	1	13	4	0	84	4500	0
23004	Vu độc	30	0	8	0	0	0	0	0	0	10	2	15	2	0	85	2200	0
23005	Tụ ẩn kiếm	30	0	8	0	0	0	0	0	0	5	1	10	1	0	85	2900	222
23006	Khô lâu đầu trịch	52	0	8	0	0	0	0	0	0	10	2	10	5	0	85	2400	0
23007	Vu độc oa oa	50	0	8	0	0	0	0	0	0	10	2	16	5	2	85	4000	0
23008	Yêu thuật kích hoả	69	0	8	0	0	0	0	0	0	5	19	1	2	0	85	2700	221
23009	Mê hoặc độc trâm	30	0	8	0	0	0	0	0	0	5	1	7	6	0	85	3400	222
23010	Độc phi luân	56	0	8	0	0	0	0	0	0	10	2	11	1	2	85	3000	0
23011	Huyền Vũ	120	0	8	0	0	0	0	0	0	10	2	60	3	0	85	5200	0
23012	Gọi tiểu Huyền Vũ	120	0	8	0	0	0	0	0	0	1	2	20	6	0	85	5200	0
23013	Gọi trung Huyền Vũ	120	0	8	0	0	0	0	0	0	1	2	40	7	0	85	5200	0
23014	Gọi đại Huyền Vũ	120	0	8	0	0	0	0	0	0	1	2	60	8	0	85	5300	0
23015	Vựng trảm	56	0	8	0	0	0	0	0	0	10	1	10	1	2	84	3000	222
23016	Hắc ám liên trảm	84	0	8	0	0	0	0	0	0	10	1	30	1	2	84	3000	0
23017	C.Ám độc tiễn	15	0	8	0	0	0	0	0	0	10	2	27	3	0	87	1500	0
23018	Chân Vu độc	30	0	8	0	0	0	0	0	0	10	2	18	2	0	87	2200	0
23019	Vạn độc xuyên tâm	72	0	8	0	0	0	0	0	0	10	2	25	8	2	85	4500	222
23020	C.Độc phi luân	56	0	8	0	0	0	0	0	0	10	2	16	1	2	85	3000	0
23021	C.Ám nhẫn trảm	66	0	8	0	0	0	0	0	0	10	1	22	1	1	84	2000	0
23022	C.Mê hoặc độc trâm	30	0	8	0	0	0	0	0	0	5	1	10	6	0	84	3400	222
23023	Phiêu diêu lưu phong	82	0	8	0	0	0	0	0	0	10	14	15	1	2	85	1800	0
